nbfc_id,layer,quarter,period_end,sector,loan_outstanding_cr,gnpa_pct,gnpa_amount_cr,nnpa_pct,nnpa_amount_cr,pcr,crar_pct,roa_pct
NBFC014,Upper Layer,FY21Q4,2021-03-31,Retail (Personal/Unsecured),8048.7,10.013,805.92,4.506,362.67,0.55,22.2,1.797
NBFC014,Upper Layer,FY21Q4,2021-03-31,Retail (Vehicle),16097.4,5.975,961.82,2.689,432.86,0.55,22.41,1.961
NBFC014,Upper Layer,FY21Q4,2021-03-31,Wholesale/Corporate,9658.44,6.56,633.59,2.952,285.12,0.55,26.65,1.115
NBFC014,Upper Layer,FY22Q2,2021-09-30,Infrastructure,11901.7,5.284,628.89,2.219,264.1,0.58,26.86,1.08
NBFC014,Upper Layer,FY22Q2,2021-09-30,MSME,10201.46,7.819,797.65,3.284,335.02,0.58,23.52,1.793
NBFC014,Upper Layer,FY22Q2,2021-09-30,Microfinance,3400.49,11.5,391.06,4.83,164.24,0.58,26.03,2.198
NBFC014,Upper Layer,FY22Q2,2021-09-30,Retail (Gold),5100.73,2.052,104.67,0.862,43.97,0.58,24.69,2.077
NBFC014,Upper Layer,FY22Q2,2021-09-30,Retail (Housing),18702.67,3.233,604.66,1.358,253.98,0.58,25.56,1.623
NBFC014,Upper Layer,FY22Q2,2021-09-30,Retail (Personal/Unsecured),8501.21,9.946,845.53,4.177,355.1,0.58,27.7,2.006
NBFC014,Upper Layer,FY22Q2,2021-09-30,Retail (Vehicle),17002.43,5.962,1013.68,2.504,425.74,0.58,25.96,2.065
NBFC014,Upper Layer,FY22Q2,2021-09-30,Wholesale/Corporate,10201.46,6.415,654.42,2.694,274.83,0.58,29.06,2.083
NBFC014,Upper Layer,FY22Q4,2022-03-31,Infrastructure,12537.87,4.568,572.73,1.782,223.42,0.61,26.2,1.92
NBFC014,Upper Layer,FY22Q4,2022-03-31,MSME,10746.75,6.551,704.02,2.555,274.58,0.61,25.33,2.076
NBFC014,Upper Layer,FY22Q4,2022-03-31,Microfinance,3582.25,11.149,399.39,4.348,155.76,0.61,27.04,2.031
NBFC014,Upper Layer,FY22Q4,2022-03-31,Retail (Gold),5373.37,1.886,101.34,0.736,39.55,0.61,25.8,1.915
NBFC014,Upper Layer,FY22Q4,2022-03-31,Retail (Housing),19702.37,2.94,579.25,1.147,225.99,0.61,27.89,1.933
NBFC014,Upper Layer,FY22Q4,2022-03-31,Retail (Personal/Unsecured),8955.62,8.692,778.42,3.39,303.6,0.61,26.84,1.905
NBFC014,Upper Layer,FY22Q4,2022-03-31,Retail (Vehicle),17911.24,5.669,1015.39,2.211,396.02,0.61,24.84,2.127
NBFC014,Upper Layer,FY22Q4,2022-03-31,Wholesale/Corporate,10746.75,5.872,631.05,2.29,246.1,0.61,28.42,1.485
NBFC014,Upper Layer,FY23Q2,2022-09-30,Infrastructure,13571.65,4.003,543.27,1.441,195.57,0.64,25.12,2.174
NBFC014,Upper Layer,FY23Q2,2022-09-30,MSME,11632.84,5.725,665.98,2.061,239.75,0.64,26.73,2.41
NBFC014,Upper Layer,FY23Q2,2022-09-30,Microfinance,3877.61,9.401,364.53,3.384,131.22,0.64,28.42,1.936
NBFC014,Upper Layer,FY23Q2,2022-09-30,Retail (Gold),5816.42,1.506,87.6,0.542,31.52,0.64,26.51,2.277
NBFC014,Upper Layer,FY23Q2,2022-09-30,Retail (Housing),21326.88,2.433,518.88,0.876,186.82,0.64,27.3,1.765
NBFC014,Upper Layer,FY23Q2,2022-09-30,Retail (Personal/Unsecured),9694.03,7.801,756.23,2.808,272.21,0.64,29.57,2.0
NBFC014,Upper Layer,FY23Q2,2022-09-30,Retail (Vehicle),19388.07,4.668,905.04,1.68,325.72,0.64,26.74,2.597
NBFC014,Upper Layer,FY23Q2,2022-09-30,Wholesale/Corporate,11632.84,5.088,591.88,1.832,213.11,0.64,27.43,2.247
NBFC014,Upper Layer,FY23Q4,2023-03-31,Infrastructure,14658.44,3.221,472.15,1.063,155.82,0.67,27.945,2.849
NBFC014,Upper Layer,FY23Q4,2023-03-31,MSME,12564.38,4.733,594.67,1.562,196.26,0.67,27.57,2.351
NBFC014,Upper Layer,FY23Q4,2023-03-31,Microfinance,4188.13,7.572,317.13,2.499,104.66,0.67,30.34,3.439
NBFC014,Upper Layer,FY23Q4,2023-03-31,Retail (Gold),6282.19,1.295,81.35,0.427,26.82,0.67,29.11,2.999
NBFC014,Upper Layer,FY23Q4,2023-03-31,Retail (Housing),23034.69,2.019,465.07,0.666,153.41,0.67,30.13,3.185
NBFC014,Upper Layer,FY23Q4,2023-03-31,Retail (Personal/Unsecured),10470.31,6.125,641.31,2.005,209.93,0.673,27.88,2.887
NBFC014,Upper Layer,FY23Q4,2023-03-31,Retail (Vehicle),20940.63,3.532,739.62,1.166,244.17,0.67,25.93,3.404
NBFC014,Upper Layer,FY23Q4,2023-03-31,Wholesale/Corporate,12564.38,3.969,498.68,1.31,164.59,0.67,25.25,2.681
NBFC014,Upper Layer,FY24Q2,2023-09-30,Infrastructure,15983.8,2.917,466.25,0.875,139.86,0.7,28.43,2.773
NBFC014,Upper Layer,FY24Q2,2023-09-30,MSME,13700.4,4.274,585.56,1.282,175.64,0.7,26.38,2.696
NBFC014,Upper Layer,FY24Q2,2023-09-30,Microfinance,4566.8,7.127,325.48,2.138,97.64,0.7,24.84,2.934
NBFC014,Upper Layer,FY24Q2,2023-09-30,Retail (Gold),6850.2,1.215,83.23,0.364,24.93,0.7,25.47,3.246
NBFC014,Upper Layer,FY24Q2,2023-09-30,Retail (Housing),25117.39,1.791,449.85,0.537,134.88,0.7,24.87,3.378
NBFC014,Upper Layer,FY24Q2,2023-09-30,Retail (Personal/Unsecured),11417.0,5.932,677.26,1.78,203.22,0.7,24.71,3.414
NBFC014,Upper Layer,FY24Q2,2023-09-30,Retail (Vehicle),22833.99,3.49,796.91,1.047,239.07,0.7,26.99,3.106
NBFC014,Upper Layer,FY24Q2,2023-09-30,Wholesale/Corporate,13700.4,3.99,546.65,1.197,163.99,0.7,25.52,3.159
NBFC014,Upper Layer,FY24Q4,2024-03-31,Infrastructure,17812.79,2.08,370.51,0.562,100.11,0.73,26.03,3.609
NBFC014,Upper Layer,FY24Q4,2024-03-31,MSME,15268.1,2.914,444.91,0.787,120.16,0.73,26.18,3.629
NBFC014,Upper Layer,FY24Q4,2024-03-31,Microfinance,5089.37,4.64,236.15,1.253,63.77,0.73,27.09,3.222
NBFC014,Upper Layer,FY24Q4,2024-03-31,Retail (Gold),7634.05,0.762,58.17,0.206,15.73,0.73,27.26,3.66
NBFC014,Upper Layer,FY24Q4,2024-03-31,Retail (Housing),27991.52,1.156,323.58,0.312,87.33,0.73,23.89,2.724
NBFC014,Upper Layer,FY24Q4,2024-03-31,Retail (Personal/Unsecured),12723.42,3.959,503.72,1.069,136.01,0.73,24.7,3.621
NBFC014,Upper Layer,FY24Q4,2024-03-31,Retail (Vehicle),25446.84,2.364,601.56,0.638,162.35,0.73,25.01,3.764
NBFC014,Upper Layer,FY24Q4,2024-03-31,Wholesale/Corporate,15268.1,2.579,393.76,0.696,106.27,0.73,28.93,2.916
NBFC014,Upper Layer,FY25Q2,2024-09-30,Infrastructure,19032.12,2.566,488.36,0.616,117.24,0.76,23.25,3.003
NBFC014,Upper Layer,FY25Q2,2024-09-30,MSME,16313.24,3.855,628.88,0.925,150.9,0.76,26.23,3.438
NBFC014,Upper Layer,FY25Q2,2024-09-30,Microfinance,5437.75,6.073,330.23,1.458,79.28,0.76,23.88,2.512
NBFC014,Upper Layer,FY25Q2,2024-09-30,Retail (Gold),8156.62,1.023,83.44,0.246,20.07,0.759,28.09,2.566
NBFC014,Upper Layer,FY25Q2,2024-09-30,Retail (Housing),29907.61,1.688,504.84,0.405,121.13,0.76,23.85,2.969
NBFC014,Upper Layer,FY25Q2,2024-09-30,Retail (Personal/Unsecured),13594.37,5.244,712.89,1.259,171.15,0.76,24.78,3.118
NBFC014,Upper Layer,FY25Q2,2024-09-30,Retail (Vehicle),27188.74,3.285,893.15,0.788,214.25,0.76,25.22,3.541
NBFC014,Upper Layer,FY25Q2,2024-09-30,Wholesale/Corporate,16313.24,3.505,571.78,0.841,137.19,0.76,27.63,3.285
NBFC014,Upper Layer,FY25Q4,2025-03-31,Infrastructure,20251.44,2.526,511.55,0.53,107.33,0.79,27.79,2.598
NBFC014,Upper Layer,FY25Q4,2025-03-31,MSME,17358.38,3.564,618.65,0.748,129.84,0.79,22.78,3.071
NBFC014,Upper Layer,FY25Q4,2025-03-31,Microfinance,5786.13,5.875,339.94,1.234,71.4,0.79,27.36,2.312
NBFC014,Upper Layer,FY25Q4,2025-03-31,Retail (Gold),8679.19,0.945,82.02,0.198,17.18,0.791,27.12,3.29
NBFC014,Upper Layer,FY25Q4,2025-03-31,Retail (Housing),31823.7,1.574,500.91,0.331,105.34,0.79,24.58,2.727
NBFC014,Upper Layer,FY25Q4,2025-03-31,Retail (Personal/Unsecured),14465.32,4.72,682.76,0.991,143.35,0.79,24.96,2.955
NBFC014,Upper Layer,FY25Q4,2025-03-31,Retail (Vehicle),28930.63,2.833,819.6,0.595,172.14,0.79,27.61,2.95
NBFC014,Upper Layer,FY25Q4,2025-03-31,Wholesale/Corporate,17358.38,3.047,528.91,0.64,111.09,0.79,26.89,2.363
NBFC015,Upper Layer,FY21Q4,2021-03-31,Infrastructure,11977.26,5.185,621.02,2.333,279.43,0.55,22.23,0.978
NBFC015,Upper Layer,FY21Q4,2021-03-31,MSME,10266.23,7.552,775.31,3.398,348.85,0.55,24.75,1.908
NBFC015,Upper Layer,FY21Q4,2021-03-31,Microfinance,3422.08,12.139,415.41,5.463,186.95,0.55,22.41,1.983
NBFC015,Upper Layer,FY21Q4,2021-03-31,Retail (Gold),5133.11,1.885,96.76,0.848,43.53,0.55,23.27,1.661
NBFC015,Upper Layer,FY21Q4,2021-03-31,Retail (Housing),18821.42,3.0,564.64,1.35,254.09,0.55,27.69,1.308
NBFC015,Upper Layer,FY21Q4,2021-03-31,Retail (Personal/Unsecured),8555.19,9.769,835.76,4.396,376.09,0.55,22.04,1.667
NBFC015,Upper Layer,FY21Q4,2021-03-31,Retail (Vehicle),17110.38,5.993,1025.43,2.697,461.47,0.55,23.49,1.453
NBFC015,Upper Layer,FY21Q4,2021-03-31,Wholesale/Corporate,10266.23,6.226,639.18,2.802,287.66,0.55,27.88,1.108
NBFC015,Upper Layer,FY22Q2,2021-09-30,Infrastructure,12650.65,5.073,641.77,2.131,269.59,0.58,24.21,2.092
NBFC015,Upper Layer,FY22Q2,2021-09-30,MSME,10843.42,7.314,793.09,3.158,342.44,0.568,28.93,1.766
NBFC015,Upper Layer,FY22Q2,2021-09-30,Microfinance,3614.47,12.009,434.06,5.044,182.31,0.58,28.96,1.167
NBFC015,Upper Layer,FY22Q2,2021-09-30,Retail (Gold),5421.71,2.006,108.76,0.843,45.71,0.58,23.7,1.443
NBFC015,Upper Layer,FY22Q2,2021-09-30,Retail (Housing),19879.6,3.092,614.68,1.299,258.24,0.58,29.08,1.188
NBFC015,Upper Layer,FY22Q2,2021-09-30,Retail (Personal/Unsecured),9036.18,10.421,941.66,4.377,395.51,0.58,25.935000000000002,1.248
NBFC015,Upper Layer,FY22Q2,2021-09-30,Retail (Vehicle),18072.36,6.175,1115.97,2.593,468.62,0.58,23.54,1.222
NBFC015,Upper Layer,FY22Q2,2021-09-30,Wholesale/Corporate,10843.42,6.465999999999999,701.14,2.659,288.33,0.589,27.42,1.316
NBFC015,Upper Layer,FY22Q4,2022-03-31,Infrastructure,13326.86,4.826,643.15,1.882,250.81,0.61,23.97,2.136
NBFC015,Upper Layer,FY22Q4,2022-03-31,MSME,11423.02,6.663,761.12,2.599,296.88,0.61,29.6,1.819
NBFC015,Upper Layer,FY22Q4,2022-03-31,Microfinance,3807.67,10.579,402.81,4.126,157.1,0.61,24.54,1.1
NBFC015,Upper Layer,FY22Q4,2022-03-31,Retail (Gold),5711.51,1.897,108.35,0.74,42.27,0.61,27.11,2.127
NBFC015,Upper Layer,FY22Q4,2022-03-31,Retail (Housing),20942.2,2.895,606.28,1.129,236.44,0.61,28.79,1.335
NBFC015,Upper Layer,FY22Q4,2022-03-31,Retail (Personal/Unsecured),9519.18,8.651,823.5,3.374,321.18,0.61,28.93,1.719
NBFC015,Upper Layer,FY22Q4,2022-03-31,Retail (Vehicle),19038.37,5.507,1048.44,2.148,408.94,0.61,28.89,1.416
NBFC015,Upper Layer,FY22Q4,2022-03-31,Wholesale/Corporate,11423.02,6.006,686.07,2.342,267.53,0.61,29.1,2.202
NBFC015,Upper Layer,FY23Q2,2022-09-30,Infrastructure,14425.69,4.033,581.79,1.452,209.46,0.64,25.07,1.711
NBFC015,Upper Layer,FY23Q2,2022-09-30,MSME,12364.87,5.857,724.21,2.109,260.78,0.64,26.83,2.596
NBFC015,Upper Layer,FY23Q2,2022-09-30,Microfinance,4121.62,9.729,400.99,3.502,144.34,0.64,27.22,2.411
NBFC015,Upper Layer,FY23Q2,2022-09-30,Retail (Gold),6182.44,1.575,97.37,0.567,35.05,0.64,24.81,2.287
NBFC015,Upper Layer,FY23Q2,2022-09-30,Retail (Housing),22668.94,2.504,567.63,0.901,204.25,0.64,29.75,2.28
NBFC015,Upper Layer,FY23Q2,2022-09-30,Retail (Personal/Unsecured),10304.06,7.637,786.92,2.749,283.26,0.64,26.54,2.256
NBFC015,Upper Layer,FY23Q2,2022-09-30,Retail (Vehicle),20608.12,4.667,961.78,1.693,348.9,0.637,30.39,1.825
NBFC015,Upper Layer,FY23Q2,2022-09-30,Wholesale/Corporate,12364.87,5.285,653.48,1.863,230.36,0.647,25.52,1.817
NBFC015,Upper Layer,FY23Q4,2023-03-31,Infrastructure,15580.87,3.262,508.25,1.076,167.65,0.67,27.83,2.47
NBFC015,Upper Layer,FY23Q4,2023-03-31,MSME,13355.03,4.742,633.3,1.565,209.01,0.67,25.99,2.32
NBFC015,Upper Layer,FY23Q4,2023-03-31,Microfinance,4451.68,7.4559999999999995,331.92,2.327,103.59,0.688,24.61,2.489
NBFC015,Upper Layer,FY23Q4,2023-03-31,Retail (Gold),6677.52,1.186,79.2,0.391,26.11,0.67,27.9,3.021
NBFC015,Upper Layer,FY23Q4,2023-03-31,Retail (Housing),24484.22,2.012,492.62,0.664,162.58,0.67,28.68,3.134
NBFC015,Upper Layer,FY23Q4,2023-03-31,Retail (Personal/Unsecured),11129.19,6.158,685.34,2.032,226.15,0.67,28.6,2.711
NBFC015,Upper Layer,FY23Q4,2023-03-31,Retail (Vehicle),22258.38,3.748,834.24,1.237,275.34,0.67,26.38,3.497
NBFC015,Upper Layer,FY23Q4,2023-03-31,Wholesale/Corporate,13355.03,3.871,516.97,1.277,170.54,0.67,28.43,2.509
NBFC015,Upper Layer,FY24Q2,2023-09-30,MSME,14562.54,4.403,641.19,1.321,192.37,0.7,27.67,3.221
NBFC015,Upper Layer,FY24Q2,2023-09-30,Microfinance,4854.18,6.809,330.52,2.043,99.17,0.7,25.69,2.755
NBFC015,Upper Layer,FY24Q2,2023-09-30,Retail (Gold),7281.27,1.231,89.63,0.369,26.87,0.7,28.29,3.603
NBFC015,Upper Layer,FY24Q2,2023-09-30,Retail (Housing),26697.99,1.886,503.52,0.566,151.11,0.7,30.52,2.988
NBFC015,Upper Layer,FY24Q2,2023-09-30,Retail (Personal/Unsecured),12135.45,5.897,715.63,1.769,214.68,0.7,24.89,2.981
NBFC015,Upper Layer,FY24Q2,2023-09-30,Retail (Vehicle),24270.9,3.611,876.42,1.083,262.85,0.7,29.9,3.124
NBFC015,Upper Layer,FY24Q2,2023-09-30,Wholesale/Corporate,14562.54,3.857,561.68,1.157,168.49,0.7,30.49,3.442
NBFC015,Upper Layer,FY24Q4,2024-03-31,Infrastructure,18933.71,2.072,392.31,0.559,105.84,0.73,24.79,3.629
NBFC015,Upper Layer,FY24Q4,2024-03-31,MSME,16228.9,2.892,469.34,0.781,126.75,0.73,28.8,3.312
NBFC015,Upper Layer,FY24Q4,2024-03-31,Microfinance,5409.63,4.522,244.62,1.221,66.05,0.73,25.97,3.355
NBFC015,Upper Layer,FY24Q4,2024-03-31,Retail (Gold),8114.45,0.766,62.16,0.207,16.8,0.73,26.09,3.008
NBFC015,Upper Layer,FY24Q4,2024-03-31,Retail (Housing),29752.98,1.254,373.1,0.339,100.86,0.73,26.97,3.828
NBFC015,Upper Layer,FY24Q4,2024-03-31,Retail (Personal/Unsecured),13524.08,3.668,496.06,0.99,133.89,0.73,24.51,3.845
NBFC015,Upper Layer,FY24Q4,2024-03-31,Retail (Vehicle),27048.16,2.324,628.6,0.627,169.59,0.73,24.14,3.861
NBFC015,Upper Layer,FY24Q4,2024-03-31,Wholesale/Corporate,16228.9,2.561,415.62,0.691,112.14,0.73,27.68,3.286
NBFC015,Upper Layer,FY25Q2,2024-09-30,Infrastructure,20229.77,2.566,519.1,0.616,124.62,0.76,27.24,2.705
NBFC015,Upper Layer,FY25Q2,2024-09-30,Microfinance,5779.93,6.05,349.69,1.452,83.92,0.76,25.37,2.863
NBFC015,Upper Layer,FY25Q2,2024-09-30,Retail (Gold),8669.9,0.997,86.44,0.239,20.72,0.76,25.58,3.35
NBFC015,Upper Layer,FY25Q2,2024-09-30,Retail (Housing),31789.64,1.609,511.5,0.386,122.71,0.76,26.24,3.347
NBFC015,Upper Layer,FY25Q2,2024-09-30,Retail (Personal/Unsecured),14449.84,5.468,790.12,1.312,189.58,0.76,28.88,3.343
NBFC015,Upper Layer,FY25Q2,2024-09-30,Retail (Vehicle),28899.67,3.172,916.7,0.761,219.93,0.76,26.29,3.421
NBFC015,Upper Layer,FY25Q2,2024-09-30,Wholesale/Corporate,17339.8,3.402,589.9,0.816,141.49,0.76,28.67,3.181
NBFC015,Upper Layer,FY25Q4,2025-03-31,Infrastructure,21525.83,2.56,551.06,0.538,115.81,0.79,26.32,2.607
NBFC015,Upper Layer,FY25Q4,2025-03-31,MSME,18450.71,3.475,641.16,0.73,134.69,0.79,28.52,2.966
NBFC015,Upper Layer,FY25Q4,2025-03-31,Microfinance,6150.24,5.61,345.03,1.178,72.45,0.79,28.13,3.189
NBFC015,Upper Layer,FY25Q4,2025-03-31,Retail (Gold),9225.36,0.95,87.64,0.199,18.36,0.791,24.57,3.091
NBFC015,Upper Layer,FY25Q4,2025-03-31,Retail (Housing),33826.3,1.545,522.62,0.324,109.6,0.79,24.2,3.23
NBFC015,Upper Layer,FY25Q4,2025-03-31,Retail (Personal/Unsecured),15375.59,4.730499999999999,727.34,1.045,160.67,0.779,25.78,2.656
NBFC015,Upper Layer,FY25Q4,2025-03-31,Retail (Vehicle),30751.19,2.781,855.19,0.584,179.59,0.79,23.58,2.64
NBFC015,Upper Layer,FY25Q4,2025-03-31,Wholesale/Corporate,18450.71,3.113,574.37,0.654,120.67,0.79,23.36,2.322
NBFC016,Middle Layer,FY21Q4,2021-03-31,Infrastructure,9740.49,4.831,470.56,2.174,211.76,0.55,24.58,1.808
NBFC016,Middle Layer,FY21Q4,2021-03-31,Microfinance,14610.73,12.318,1799.75,5.543,809.87,0.55,27.31,1.157
NBFC016,Middle Layer,FY21Q4,2021-03-31,Retail (Gold),12175.61,2.046,249.11,0.921,112.14,0.55,25.76,1.315
NBFC016,Middle Layer,FY21Q4,2021-03-31,Retail (Housing),17045.85,3.191,543.93,1.436,244.78,0.55,25.41,1.752
NBFC016,Middle Layer,FY21Q4,2021-03-31,Retail (Personal/Unsecured),17045.85,9.879,1683.96,4.446,757.86,0.55,24.51,2.07
NBFC016,Middle Layer,FY21Q4,2021-03-31,Retail (Vehicle),19480.97,6.158,1199.64,2.771,539.82,0.55,24.88,0.954
NBFC016,Middle Layer,FY21Q4,2021-03-31,Wholesale/Corporate,12175.61,6.166,750.75,2.775,337.87,0.55,23.7,1.815
NBFC016,Middle Layer,FY22Q2,2021-09-30,Infrastructure,10288.12,5.297,544.96,2.225,228.91,0.58,27.36,1.642
NBFC016,Middle Layer,FY22Q2,2021-09-30,MSME,20576.24,7.259,1493.63,3.049,627.37,0.58,26.04,1.14
NBFC016,Middle Layer,FY22Q2,2021-09-30,Microfinance,15432.18,12.03,1856.49,5.053,779.79,0.58,24.45,2.095
NBFC016,Middle Layer,FY22Q2,2021-09-30,Retail (Gold),12860.15,1.946,250.26,0.817,105.07,0.58,27.8,1.36
NBFC016,Middle Layer,FY22Q2,2021-09-30,Retail (Housing),18004.21,3.089,556.15,1.297,233.51,0.58,25.49,1.769
NBFC016,Middle Layer,FY22Q2,2021-09-30,Retail (Personal/Unsecured),18004.21,9.62,1732.01,4.04,727.37,0.58,26.91,1.592
NBFC016,Middle Layer,FY22Q2,2021-09-30,Retail (Vehicle),20576.24,5.866,1207.0,2.464,507.0,0.58,26.78,1.449
NBFC016,Middle Layer,FY22Q2,2021-09-30,Wholesale/Corporate,12860.15,6.465999999999999,831.54,2.894,372.17,0.552,26.83,1.256
NBFC016,Middle Layer,FY22Q4,2022-03-31,Infrastructure,10838.04,4.855,526.19,1.893,205.16,0.61,23.73,1.53
NBFC016,Middle Layer,FY22Q4,2022-03-31,MSME,21676.08,6.731,1459.02,2.6189999999999998,567.7,0.611,27.6,1.872
NBFC016,Middle Layer,FY22Q4,2022-03-31,Microfinance,16257.06,10.463,1700.98,4.081,663.45,0.61,26.86,1.95
NBFC016,Middle Layer,FY22Q4,2022-03-31,Retail (Gold),13547.55,1.847,250.22,0.72,97.54,0.61,28.44,1.312
NBFC016,Middle Layer,FY22Q4,2022-03-31,Retail (Housing),18966.57,2.933,556.29,1.144,216.98,0.61,26.04,2.142
NBFC016,Middle Layer,FY22Q4,2022-03-31,Retail (Personal/Unsecured),18966.57,8.903,1688.59,3.472,658.52,0.61,29.45,1.719
NBFC016,Middle Layer,FY22Q4,2022-03-31,Retail (Vehicle),21676.08,5.463,1184.16,2.131,461.92,0.61,28.45,2.226
NBFC016,Middle Layer,FY22Q4,2022-03-31,Wholesale/Corporate,13547.55,6.035,817.59,2.354,318.91,0.61,27.69,1.145
NBFC016,Middle Layer,FY23Q2,2022-09-30,Infrastructure,11731.66,4.131,484.63,1.487,174.45,0.64,25.71,2.466
NBFC016,Middle Layer,FY23Q2,2022-09-30,MSME,23463.32,5.649,1325.44,2.034,477.24,0.64,27.51,2.018
NBFC016,Middle Layer,FY23Q2,2022-09-30,Microfinance,17597.49,9.659,1699.74,3.477,611.86,0.64,28.44,2.684
NBFC016,Middle Layer,FY23Q2,2022-09-30,Retail (Gold),14664.58,1.624,238.15,0.585,85.79,0.64,28.7,2.566
NBFC016,Middle Layer,FY23Q2,2022-09-30,Retail (Housing),20530.41,2.561,525.78,0.922,189.29,0.64,28.73,2.309
NBFC016,Middle Layer,FY23Q2,2022-09-30,Retail (Personal/Unsecured),20530.41,8.008,1644.08,2.883,591.89,0.64,28.43,1.898
NBFC016,Middle Layer,FY23Q2,2022-09-30,Retail (Vehicle),23463.32,4.844,1136.56,1.744,409.2,0.64,27.61,2.667
NBFC016,Middle Layer,FY23Q2,2022-09-30,Wholesale/Corporate,14664.58,5.048,740.27,1.817,266.46,0.64,26.42,2.594
NBFC016,Middle Layer,FY23Q4,2023-03-31,Infrastructure,12671.11,3.175,402.31,1.048,132.79,0.67,30.2,2.681
NBFC016,Middle Layer,FY23Q4,2023-03-31,MSME,25342.22,4.508,1142.43,1.488,377.09,0.67,25.98,2.499
NBFC016,Middle Layer,FY23Q4,2023-03-31,Microfinance,19006.67,7.545,1434.05,2.49,473.27,0.67,28.81,2.966
NBFC016,Middle Layer,FY23Q4,2023-03-31,Retail (Gold),15838.89,1.188,188.17,0.392,62.09,0.67,26.36,3.474
NBFC016,Middle Layer,FY23Q4,2023-03-31,Retail (Housing),22174.45,1.976,438.17,0.652,144.58,0.67,25.81,2.739
NBFC016,Middle Layer,FY23Q4,2023-03-31,Retail (Personal/Unsecured),22174.45,6.186,1371.71,2.041,452.58,0.67,29.07,3.405
NBFC016,Middle Layer,FY23Q4,2023-03-31,Retail (Vehicle),25342.22,3.793,961.23,1.2305000000000001,311.84,0.676,27.09,2.913
NBFC016,Middle Layer,FY23Q4,2023-03-31,Wholesale/Corporate,15838.89,4.077,645.75,1.402,222.06,0.656,24.76,2.332
NBFC016,Middle Layer,FY24Q2,2023-09-30,Infrastructure,13816.78,3.124,431.64,0.91,125.73,0.709,27.98,3.655
NBFC016,Middle Layer,FY24Q2,2023-09-30,MSME,27633.56,4.493,1241.58,1.348,372.5,0.7,25.9,3.424
NBFC016,Middle Layer,FY24Q2,2023-09-30,Microfinance,20725.17,6.975,1445.58,2.092,433.57,0.7,27.47,2.782
NBFC016,Middle Layer,FY24Q2,2023-09-30,Retail (Gold),17270.98,1.222,211.05,0.367,63.38,0.7,25.18,3.081
NBFC016,Middle Layer,FY24Q2,2023-09-30,Retail (Housing),24179.37,1.854,448.29,0.556,134.44,0.7,29.94,2.509
NBFC016,Middle Layer,FY24Q2,2023-09-30,Retail (Personal/Unsecured),24179.37,6.044,1461.4,1.813,438.37,0.7,27.64,2.721
NBFC016,Middle Layer,FY24Q2,2023-09-30,Retail (Vehicle),27633.56,3.503,968.0,1.051,290.43,0.7,29.02,3.172
NBFC016,Middle Layer,FY24Q2,2023-09-30,Wholesale/Corporate,17270.98,3.958,683.59,1.187,205.01,0.7,27.98,3.547
NBFC016,Middle Layer,FY24Q4,2024-03-31,Infrastructure,15397.81,1.906,293.48,0.515,79.3,0.73,24.86,3.754
NBFC016,Middle Layer,FY24Q4,2024-03-31,MSME,30795.61,2.82,868.44,0.761,234.35,0.73,25.87,3.275
NBFC016,Middle Layer,FY24Q4,2024-03-31,Microfinance,23096.71,4.652,1074.46,1.256,290.09,0.73,28.45,3.361
NBFC016,Middle Layer,FY24Q4,2024-03-31,Retail (Gold),19247.26,0.764,147.05,0.206,39.65,0.73,26.91,3.707
NBFC016,Middle Layer,FY24Q4,2024-03-31,Retail (Housing),26946.16,1.272,342.76,0.343,92.43,0.73,26.72,2.846
NBFC016,Middle Layer,FY24Q4,2024-03-31,Retail (Personal/Unsecured),26946.16,3.8535,1038.37,1.013,272.96,0.737,24.03,3.231
NBFC016,Middle Layer,FY24Q4,2024-03-31,Retail (Vehicle),30795.61,2.264,697.21,0.611,188.16,0.73,25.21,3.008
NBFC016,Middle Layer,FY24Q4,2024-03-31,Wholesale/Corporate,19247.26,2.588,498.12,0.699,134.54,0.73,24.85,3.382
NBFC016,Middle Layer,FY25Q2,2024-09-30,Infrastructure,16451.82,2.649,435.81,0.636,104.63,0.76,27.93,3.363
NBFC016,Middle Layer,FY25Q2,2024-09-30,MSME,32903.65,3.805,1251.98,0.913,300.41,0.76,25.08,2.946
NBFC016,Middle Layer,FY25Q2,2024-09-30,Microfinance,24677.73,6.466,1595.66,1.552,383.0,0.76,28.04,2.547
NBFC016,Middle Layer,FY25Q2,2024-09-30,Retail (Gold),20564.78,1.029,211.61,0.247,50.8,0.76,24.2,2.779
NBFC016,Middle Layer,FY25Q2,2024-09-30,Retail (Housing),28790.69,1.652,475.62,0.396,114.01,0.76,28.39,3.583
NBFC016,Middle Layer,FY25Q2,2024-09-30,Retail (Personal/Unsecured),28790.69,5.107,1470.34,1.226,352.97,0.76,28.77,3.25
NBFC016,Middle Layer,FY25Q2,2024-09-30,Retail (Vehicle),32903.65,3.112,1023.96,0.747,245.79,0.76,28.25,2.78
NBFC016,Middle Layer,FY25Q2,2024-09-30,Wholesale/Corporate,20564.78,3.439,707.22,0.825,169.66,0.76,28.82,3.492
NBFC016,Middle Layer,FY25Q4,2025-03-31,Infrastructure,17505.84,2.498,437.3,0.525,91.91,0.79,27.05,2.535
